Block Group,Census Tract,County,Estimated Population,Median Age,Median Household Income,Female:!!Service occupations:!!Food preparation and serving related occupations,"$100,000 to $124,999",State Code,County Code,Block Group Code
Block Group 3,Census Tract 118.05,Hillsborough County,861,32.5,42903,,,12,057,011805
Block Group 1,Census Tract 118.06,Hillsborough County,210,54.1,63833,,,12,057,011806
Block Group 2,Census Tract 118.06,Hillsborough County,2047,30.9,39741,,,12,057,011806
Block Group 3,Census Tract 118.06,Hillsborough County,537,43.7,15912,,,12,057,011806
Block Group 1,Census Tract 119.05,Hillsborough County,2202,37.8,46397,,,12,057,011905
Block Group 1,Census Tract 119.07,Hillsborough County,1707,42.0,44778,,,12,057,011907
Block Group 2,Census Tract 119.07,Hillsborough County,1791,28.1,65375,,,12,057,011907
Block Group 1,Census Tract 119.08,Hillsborough County,1721,34.8,22993,,,12,057,011908
Block Group 2,Census Tract 119.08,Hillsborough County,750,44.0,52738,,,12,057,011908
Block Group 1,Census Tract 119.09,Hillsborough County,1344,40.8,42806,,,12,057,011909
Block Group 2,Census Tract 119.09,Hillsborough County,1229,35.5,52941,,,12,057,011909
Block Group 3,Census Tract 119.09,Hillsborough County,906,35.0,-666666666,,,12,057,011909
Block Group 1,Census Tract 119.10,Hillsborough County,806,39.4,50863,,,12,057,011910
Block Group 2,Census Tract 119.10,Hillsborough County,1700,41.7,55350,,,12,057,011910
Block Group 3,Census Tract 119.10,Hillsborough County,1218,35.3,32500,,,12,057,011910
Block Group 1,Census Tract 119.11,Hillsborough County,921,56.3,58672,,,12,057,011911
Block Group 2,Census Tract 119.11,Hillsborough County,2290,40.5,39474,,,12,057,011911
Block Group 3,Census Tract 119.11,Hillsborough County,2745,29.6,41709,,,12,057,011911
Block Group 1,Census Tract 120.01,Hillsborough County,1055,37.9,55625,,,12,057,012001
Block Group 2,Census Tract 120.01,Hillsborough County,1883,48.0,50162,,,12,057,012001
Block Group 1,Census Tract 120.02,Hillsborough County,2163,31.6,41154,,,12,057,012002
Block Group 2,Census Tract 120.02,Hillsborough County,916,36.6,38056,,,12,057,012002
Block Group 3,Census Tract 120.02,Hillsborough County,1121,31.3,58594,,,12,057,012002
Block Group 1,Census Tract 121.03,Hillsborough County,4972,31.2,56551,,,12,057,012103
Block Group 2,Census Tract 121.03,Hillsborough County,1648,27.2,33393,,,12,057,012103
Block Group 3,Census Tract 121.03,Hillsborough County,1381,37.5,87905,,,12,057,012103
Block Group 1,Census Tract 121.06,Hillsborough County,836,38.1,76635,,,12,057,012106
Block Group 2,Census Tract 121.06,Hillsborough County,2848,45.7,82981,,,12,057,012106
Block Group 3,Census Tract 121.06,Hillsborough County,1653,48.8,73958,,,12,057,012106
Block Group 1,Census Tract 121.07,Hillsborough County,882,44.6,44881,,,12,057,012107
Block Group 2,Census Tract 121.07,Hillsborough County,1201,40.8,30417,,,12,057,012107
Block Group 3,Census Tract 121.07,Hillsborough County,2615,46.5,38211,,,12,057,012107
Block Group 1,Census Tract 121.08,Hillsborough County,1653,40.7,78409,,,12,057,012108
Block Group 2,Census Tract 121.08,Hillsborough County,2353,26.0,51083,,,12,057,012108
Block Group 1,Census Tract 121.09,Hillsborough County,625,34.5,-666666666,,,12,057,012109
Block Group 2,Census Tract 121.09,Hillsborough County,2109,31.9,35907,,,12,057,012109
Block Group 1,Census Tract 121.10,Hillsborough County,2521,41.3,51179,,,12,057,012110
Block Group 2,Census Tract 121.10,Hillsborough County,1619,43.6,43500,,,12,057,012110
Block Group 1,Census Tract 122.06,Hillsborough County,2737,40.4,86455,,,12,057,012206
Block Group 2,Census Tract 122.06,Hillsborough County,1713,38.5,71094,,,12,057,012206
Block Group 3,Census Tract 122.06,Hillsborough County,1072,54.2,66652,,,12,057,012206
Block Group 4,Census Tract 122.06,Hillsborough County,1281,45.6,110625,,,12,057,012206
Block Group 1,Census Tract 122.07,Hillsborough County,567,49.0,-666666666,,,12,057,012207
Block Group 2,Census Tract 122.07,Hillsborough County,2752,37.5,82054,,,12,057,012207
Block Group 3,Census Tract 122.07,Hillsborough County,2236,44.2,58816,,,12,057,012207
Block Group 4,Census Tract 122.07,Hillsborough County,934,38.2,55066,,,12,057,012207
Block Group 5,Census Tract 122.07,Hillsborough County,1306,50.2,88370,,,12,057,012207
Block Group 1,Census Tract 122.08,Hillsborough County,2948,43.9,130208,,,12,057,012208
Block Group 2,Census Tract 122.08,Hillsborough County,1247,32.8,93776,,,12,057,012208
Block Group 3,Census Tract 122.08,Hillsborough County,1962,40.2,105729,,,12,057,012208
Block Group 1,Census Tract 122.09,Hillsborough County,1255,47.8,127808,,,12,057,012209
Block Group 2,Census Tract 122.09,Hillsborough County,4003,40.1,90367,,,12,057,012209
Block Group 1,Census Tract 122.10,Hillsborough County,4642,34.3,68253,,,12,057,012210
Block Group 2,Census Tract 122.10,Hillsborough County,1600,60.1,48875,,,12,057,012210
Block Group 1,Census Tract 122.11,Hillsborough County,2373,33.2,20625,,,12,057,012211
Block Group 1,Census Tract 122.12,Hillsborough County,2624,26.9,38456,,,12,057,012212
Block Group 2,Census Tract 122.12,Hillsborough County,1074,34.3,62900,,,12,057,012212
Block Group 1,Census Tract 122.13,Hillsborough County,1627,44.3,71289,,,12,057,012213
Block Group 2,Census Tract 122.13,Hillsborough County,3325,39.1,80375,,,12,057,012213
Block Group 1,Census Tract 123.01,Hillsborough County,2198,53.3,80071,,,12,057,012301
Block Group 2,Census Tract 123.01,Hillsborough County,1536,46.9,79297,,,12,057,012301
Block Group 3,Census Tract 123.01,Hillsborough County,931,40.1,27156,,,12,057,012301
Block Group 4,Census Tract 123.01,Hillsborough County,1747,39.5,60724,,,12,057,012301
Block Group 1,Census Tract 123.03,Hillsborough County,1581,42.6,63756,,,12,057,012303
Block Group 2,Census Tract 123.03,Hillsborough County,1203,28.4,59135,,,12,057,012303
Block Group 3,Census Tract 123.03,Hillsborough County,1275,35.5,-666666666,,,12,057,012303
Block Group 1,Census Tract 123.04,Hillsborough County,928,36.5,66914,,,12,057,012304
Block Group 2,Census Tract 123.04,Hillsborough County,2038,37.9,46696,,,12,057,012304
Block Group 3,Census Tract 123.04,Hillsborough County,1525,36.6,89516,,,12,057,012304
Block Group 1,Census Tract 124.01,Hillsborough County,742,51.3,63190,,,12,057,012401
Block Group 2,Census Tract 124.01,Hillsborough County,826,50.6,56042,,,12,057,012401
Block Group 3,Census Tract 124.01,Hillsborough County,958,40.6,60915,,,12,057,012401
Block Group 4,Census Tract 124.01,Hillsborough County,2217,41.1,-666666666,,,12,057,012401
Block Group 1,Census Tract 124.02,Hillsborough County,1227,32.2,54306,,,12,057,012402
Block Group 2,Census Tract 124.02,Hillsborough County,2089,33.5,75515,,,12,057,012402
Block Group 1,Census Tract 124.03,Hillsborough County,1763,37.2,38403,,,12,057,012403
Block Group 2,Census Tract 124.03,Hillsborough County,1296,27.5,83672,,,12,057,012403
Block Group 3,Census Tract 124.03,Hillsborough County,3325,33.2,83423,,,12,057,012403
Block Group 1,Census Tract 125.01,Hillsborough County,889,68.2,31176,,,12,057,012501
Block Group 2,Census Tract 125.01,Hillsborough County,979,26.2,-666666666,,,12,057,012501
Block Group 3,Census Tract 125.01,Hillsborough County,2476,38.2,54643,,,12,057,012501
Block Group 1,Census Tract 125.03,Hillsborough County,2045,45.8,120556,,,12,057,012503
Block Group 2,Census Tract 125.03,Hillsborough County,1712,30.5,48711,,,12,057,012503
Block Group 3,Census Tract 125.03,Hillsborough County,1167,44.5,137000,,,12,057,012503
Block Group 1,Census Tract 125.04,Hillsborough County,3514,42.3,104031,,,12,057,012504
Block Group 1,Census Tract 126,Hillsborough County,966,35.6,36563,,,12,057,012600
Block Group 2,Census Tract 126,Hillsborough County,990,42.4,41277,,,12,057,012600
Block Group 3,Census Tract 126,Hillsborough County,2228,39.4,50574,,,12,057,012600
Block Group 4,Census Tract 126,Hillsborough County,1228,44.3,46550,,,12,057,012600
Block Group 1,Census Tract 127.01,Hillsborough County,2420,25.5,40662,,,12,057,012701
Block Group 2,Census Tract 127.01,Hillsborough County,303,47.7,-666666666,,,12,057,012701
Block Group 3,Census Tract 127.01,Hillsborough County,2723,40.1,72458,,,12,057,012701
Block Group 4,Census Tract 127.01,Hillsborough County,1186,23.8,52821,,,12,057,012701
Block Group 1,Census Tract 127.02,Hillsborough County,929,37.4,77902,,,12,057,012702
Block Group 2,Census Tract 127.02,Hillsborough County,838,42.5,51950,,,12,057,012702
Block Group 3,Census Tract 127.02,Hillsborough County,2239,30.9,36138,,,12,057,012702
Block Group 1,Census Tract 128,Hillsborough County,2758,36.3,69350,,,12,057,012800
Block Group 2,Census Tract 128,Hillsborough County,1304,45.3,50938,,,12,057,012800
Block Group 1,Census Tract 129,Hillsborough County,1146,43.6,50052,,,12,057,012900
Block Group 2,Census Tract 129,Hillsborough County,1859,30.8,47581,,,12,057,012900
Block Group 1,Census Tract 130.01,Hillsborough County,4106,31.5,61292,,,12,057,013001
Block Group 1,Census Tract 130.02,Hillsborough County,886,35.9,56250,,,12,057,013002
Block Group 2,Census Tract 130.02,Hillsborough County,1607,35.7,61346,,,12,057,013002
Block Group 3,Census Tract 130.02,Hillsborough County,2811,37.7,45598,,,12,057,013002
Block Group 1,Census Tract 130.03,Hillsborough County,2497,33.8,47310,,,12,057,013003
Block Group 2,Census Tract 130.03,Hillsborough County,1308,46.5,95700,,,12,057,013003
Block Group 1,Census Tract 130.04,Hillsborough County,919,41.5,59063,,,12,057,013004
Block Group 2,Census Tract 130.04,Hillsborough County,1829,50.4,125332,,,12,057,013004
Block Group 3,Census Tract 130.04,Hillsborough County,842,36.0,92904,,,12,057,013004
Block Group 1,Census Tract 131,Hillsborough County,1445,45.0,50313,,,12,057,013100
Block Group 2,Census Tract 131,Hillsborough County,1516,30.3,65606,,,12,057,013100
Block Group 1,Census Tract 132.03,Hillsborough County,1997,47.2,77054,,,12,057,013203
Block Group 2,Census Tract 132.03,Hillsborough County,1327,38.5,67466,,,12,057,013203
Block Group 1,Census Tract 132.04,Hillsborough County,4005,55.1,53215,,,12,057,013204
Block Group 1,Census Tract 132.05,Hillsborough County,1847,39.7,137143,,,12,057,013205
Block Group 2,Census Tract 132.05,Hillsborough County,1845,46.3,80179,,,12,057,013205
Block Group 3,Census Tract 132.05,Hillsborough County,2865,42.0,105755,,,12,057,013205
Block Group 4,Census Tract 132.05,Hillsborough County,2704,45.7,67813,,,12,057,013205
Block Group 1,Census Tract 132.06,Hillsborough County,723,52.0,80595,,,12,057,013206
Block Group 2,Census Tract 132.06,Hillsborough County,2452,38.5,101554,,,12,057,013206
Block Group 3,Census Tract 132.06,Hillsborough County,1142,49.1,100000,,,12,057,013206
Block Group 4,Census Tract 132.06,Hillsborough County,1430,48.1,116913,,,12,057,013206
Block Group 1,Census Tract 132.07,Hillsborough County,2219,46.5,51058,,,12,057,013207
Block Group 2,Census Tract 132.07,Hillsborough County,2044,43.6,121471,,,12,057,013207
Block Group 1,Census Tract 132.08,Hillsborough County,2291,56.1,94559,,,12,057,013208
Block Group 2,Census Tract 132.08,Hillsborough County,2846,46.6,142006,,,12,057,013208
Block Group 1,Census Tract 133.05,Hillsborough County,3010,40.6,115326,,,12,057,013305
Block Group 2,Census Tract 133.05,Hillsborough County,1985,48.1,96094,,,12,057,013305
Block Group 1,Census Tract 133.07,Hillsborough County,696,39.7,28306,,,12,057,013307
Block Group 2,Census Tract 133.07,Hillsborough County,1222,43.8,76620,,,12,057,013307
Block Group 3,Census Tract 133.07,Hillsborough County,2089,32.3,54375,,,12,057,013307
Block Group 1,Census Tract 133.10,Hillsborough County,841,49.2,88409,,,12,057,013310
Block Group 2,Census Tract 133.10,Hillsborough County,1606,38.6,67407,,,12,057,013310
Block Group 1,Census Tract 133.11,Hillsborough County,1008,27.7,39444,,,12,057,013311
Block Group 2,Census Tract 133.11,Hillsborough County,1245,33.4,37339,,,12,057,013311
Block Group 3,Census Tract 133.11,Hillsborough County,985,42.6,54375,,,12,057,013311
Block Group 1,Census Tract 133.12,Hillsborough County,595,39.9,58125,,,12,057,013312
Block Group 2,Census Tract 133.12,Hillsborough County,1609,47.0,34361,,,12,057,013312
Block Group 3,Census Tract 133.12,Hillsborough County,2947,44.8,123000,,,12,057,013312
Block Group 1,Census Tract 133.13,Hillsborough County,1693,42.1,102813,,,12,057,013313
Block Group 2,Census Tract 133.13,Hillsborough County,2104,45.1,83839,,,12,057,013313
Block Group 3,Census Tract 133.13,Hillsborough County,1109,41.6,46151,,,12,057,013313
Block Group 1,Census Tract 133.14,Hillsborough County,2215,37.5,55625,,,12,057,013314
Block Group 2,Census Tract 133.14,Hillsborough County,1133,44.0,84250,,,12,057,013314
Block Group 1,Census Tract 133.15,Hillsborough County,3929,30.4,69702,,,12,057,013315
Block Group 2,Census Tract 133.15,Hillsborough County,1023,26.9,51875,,,12,057,013315
Block Group 1,Census Tract 133.16,Hillsborough County,498,29.5,48404,,,12,057,013316
Block Group 2,Census Tract 133.16,Hillsborough County,2559,27.1,42285,,,12,057,013316
Block Group 1,Census Tract 133.17,Hillsborough County,1361,28.3,56128,,,12,057,013317
Block Group 2,Census Tract 133.17,Hillsborough County,1437,34.4,63569,,,12,057,013317
Block Group 1,Census Tract 133.19,Hillsborough County,1828,32.7,45662,,,12,057,013319
Block Group 2,Census Tract 133.19,Hillsborough County,1063,36.7,62969,,,12,057,013319
Block Group 3,Census Tract 133.19,Hillsborough County,3493,38.9,64260,,,12,057,013319
Block Group 1,Census Tract 133.20,Hillsborough County,4585,37.4,64659,,,12,057,013320
Block Group 1,Census Tract 133.22,Hillsborough County,1135,40.9,54712,,,12,057,013322
Block Group 2,Census Tract 133.22,Hillsborough County,2105,35.5,78953,,,12,057,013322
Block Group 3,Census Tract 133.22,Hillsborough County,1646,38.8,105110,,,12,057,013322
Block Group 4,Census Tract 133.22,Hillsborough County,2368,34.0,59078,,,12,057,013322
Block Group 1,Census Tract 133.23,Hillsborough County,1831,30.9,59394,,,12,057,013323
Block Group 2,Census Tract 133.23,Hillsborough County,1951,52.4,55682,,,12,057,013323
Block Group 3,Census Tract 133.23,Hillsborough County,2734,44.7,59750,,,12,057,013323
Block Group 4,Census Tract 133.23,Hillsborough County,3550,30.2,63472,,,12,057,013323
Block Group 5,Census Tract 133.23,Hillsborough County,1402,42.6,85774,,,12,057,013323
Block Group 1,Census Tract 134.06,Hillsborough County,1441,34.4,48000,,,12,057,013406
Block Group 1,Census Tract 134.07,Hillsborough County,1894,38.1,71328,,,12,057,013407
Block Group 2,Census Tract 134.07,Hillsborough County,1249,39.6,-666666666,,,12,057,013407
Block Group 3,Census Tract 134.07,Hillsborough County,1650,47.7,91607,,,12,057,013407
Block Group 4,Census Tract 134.07,Hillsborough County,2502,41.5,179561,,,12,057,013407
Block Group 1,Census Tract 134.09,Hillsborough County,1168,45.8,91389,,,12,057,013409
Block Group 2,Census Tract 134.09,Hillsborough County,1468,37.2,76033,,,12,057,013409
Block Group 3,Census Tract 134.09,Hillsborough County,3262,39.7,92414,,,12,057,013409
Block Group 1,Census Tract 134.10,Hillsborough County,1987,41.9,70583,,,12,057,013410
Block Group 2,Census Tract 134.10,Hillsborough County,2730,32.2,53542,,,12,057,013410
Block Group 1,Census Tract 134.11,Hillsborough County,3122,44.7,61797,,,12,057,013411
Block Group 1,Census Tract 134.12,Hillsborough County,1559,42.6,60469,,,12,057,013412
Block Group 2,Census Tract 134.12,Hillsborough County,2690,34.9,105363,,,12,057,013412
Block Group 1,Census Tract 134.13,Hillsborough County,3527,46.8,107349,,,12,057,013413
Block Group 1,Census Tract 134.14,Hillsborough County,620,50.5,-666666666,,,12,057,013414
Block Group 2,Census Tract 134.14,Hillsborough County,961,41.8,63182,,,12,057,013414
Block Group 3,Census Tract 134.14,Hillsborough County,2522,52.2,137685,,,12,057,013414
Block Group 4,Census Tract 134.14,Hillsborough County,2272,33.7,118010,,,12,057,013414
Block Group 1,Census Tract 134.15,Hillsborough County,3467,36.9,124599,,,12,057,013415
Block Group 2,Census Tract 134.15,Hillsborough County,566,39.0,91111,,,12,057,013415
Block Group 1,Census Tract 135.01,Hillsborough County,1331,30.9,50588,,,12,057,013501
Block Group 2,Census Tract 135.01,Hillsborough County,2990,37.4,48000,,,12,057,013501
Block Group 1,Census Tract 135.03,Hillsborough County,1926,29.0,40978,,,12,057,013503
Block Group 2,Census Tract 135.03,Hillsborough County,1080,33.9,44504,,,12,057,013503
Block Group 3,Census Tract 135.03,Hillsborough County,1113,40.8,-666666666,,,12,057,013503
Block Group 1,Census Tract 135.04,Hillsborough County,604,41.3,47007,,,12,057,013504
Block Group 2,Census Tract 135.04,Hillsborough County,1443,34.9,53814,,,12,057,013504
Block Group 3,Census Tract 135.04,Hillsborough County,787,55.1,61786,,,12,057,013504
Block Group 1,Census Tract 135.05,Hillsborough County,999,34.0,55331,,,12,057,013505
Block Group 2,Census Tract 135.05,Hillsborough County,832,31.0,39509,,,12,057,013505
Block Group 3,Census Tract 135.05,Hillsborough County,1585,41.0,36974,,,12,057,013505
Block Group 1,Census Tract 136.02,Hillsborough County,761,45.6,55781,,,12,057,013602
Block Group 2,Census Tract 136.02,Hillsborough County,1359,30.1,31714,,,12,057,013602
Block Group 1,Census Tract 136.04,Hillsborough County,1127,47.5,40703,,,12,057,013604
Block Group 1,Census Tract 137.02,Hillsborough County,1879,31.4,-666666666,,,12,057,013702
Block Group 2,Census Tract 137.02,Hillsborough County,1324,21.8,36304,,,12,057,013702
Block Group 3,Census Tract 137.02,Hillsborough County,6926,34.0,71450,,,12,057,013702
Block Group 4,Census Tract 137.02,Hillsborough County,1049,46.5,-666666666,,,12,057,013702
Block Group 1,Census Tract 137.03,Hillsborough County,1068,40.4,39375,,,12,057,013703
Block Group 2,Census Tract 137.03,Hillsborough County,4346,28.2,49570,,,12,057,013703
Block Group 3,Census Tract 137.03,Hillsborough County,3120,37.4,78360,,,12,057,013703
Block Group 1,Census Tract 137.05,Hillsborough County,2298,47.0,77317,,,12,057,013705
Block Group 2,Census Tract 137.05,Hillsborough County,734,33.5,-666666666,,,12,057,013705
